id_umkm,nama_usaha,jenis_usaha,omset,aset,status_legalitas,is_aligned
288218592,UD. Tania Ayodya,Pendidikan,10732636,7516488,Terdaftar,1
288218593,UD. Elva Utama,Pendidikan,4389639,4801732,Belum Terdaftar,0
,UD. Cahya Wisnu Wenda,Jasa,12703106,5917310,Belum Terdaftar,0
288218595,UD. Eka Maheswara,Jasa,41974937,3486464,Terdaftar,1
288218596,UD. Zahira Asmaralaya,Jasa,45696080,3685278,Belum Terdaftar,0
288218597,UD. Lando Karya,Kesehatan,29461799,1468893,Belum Terdaftar,0
288218598,UD. Zahra Yudhistira Ucup,Kesehatan,31980160,1689493,Terdaftar,1
288218599,UD. Dani Maheswara,Kesehatan,38433113,5493004,Terdaftar,1
288218600,UD. Hesti Suryaatmaja,Perdagangan,20764399,2952447,Belum Terdaftar,0
288218601,UD. Elok Bahagia,Perdagangan,49818130,8515003,Terdaftar,1
288218602,UD. Mila Radhitya,Perdagangan,36859789,6238537,Terdaftar,1
288218603,UD. Viera Gandewa,Perdagangan,44160894,6026601,Terdaftar,1
288218604,UD. Umi Jati,Kesehatan,3331149,4829684,Belum Terdaftar,0
288218605,UD. Vita Darma,Perdagangan,18278826,8796243,Belum Terdaftar,0
288218606,UD. Grego Mega,Pendidikan,26606216,7013493,Terdaftar,1
288218607,UD. Udin Bahari,Perdagangan,21394730,3827079,Terdaftar,1
288218608,UD. Vina Mardika,Perdagangan,27334015,3570169,Terdaftar,1
288218609,UD. Eren Kalbu,Pendidikan,3579426,8976619,Belum Terdaftar,0
288218610,UD. Vega Saprahan,Perdagangan,7891095,800514,Terdaftar,1
288218611,UD. Utha Kusumatmaja Berlian,Pendidikan,31282782,3138928,Belum Terdaftar,0
288218612,UD. Agus Langit,Jasa,25666664,3665201,Belum Terdaftar,0
288218613,UD. Wito Ayodya Jafar,Perdagangan,5216696,6508525,Belum Terdaftar,0
288218614,UD. Chika Baruna Pandu,Pendidikan,5119600,8738960,Belum Terdaftar,0
288218615,UD. Nina Jayawarsa,Kesehatan,11118199,8464843,Terdaftar,1
288218616,UD. Iman Tri,Jasa,34922409,6803196,Belum Terdaftar,0
288218617,UD. Ujang Trijaya,Perdagangan,34201435,1787663,Belum Terdaftar,0
288218618,UD. Olla Baru,Pendidikan,1781415,5459750,Terdaftar,1
288218619,UD. Pandu Setia,Pendidikan,13948941,1646362,Terdaftar,1
288218620,UD. Taufan Sarwono,Pendidikan,8993117,2263870,Belum Terdaftar,0
288218621,UD. Zidan Tejakusuma,Perdagangan,40217994,973093,Belum Terdaftar,0
288218622,UD. Wesly Atma,Perdagangan,19554025,5326489,Belum Terdaftar,0
288218623,UD. Uchie Prana,Pendidikan,32220969,3281027,Belum Terdaftar,0
288218624,UD. Laila Kulon,Jasa,24776656,9635214,Terdaftar,1
288218625,UD. Yana Kayastha,Jasa,39912365,6035785,Belum Terdaftar,0
288218626,UD. Gema Jati,Kesehatan,27384785,3963252,Terdaftar,1
288218627,UD. Salsa Karang,Kesehatan,43002229,822450,Terdaftar,1
288218628,UD. Naufal Resmi,Kesehatan,30778619,1971578,Terdaftar,1
288218629,UD. Fikri Wijapranata,Jasa,32451360,2099666,Terdaftar,1
288218630,UD. Dito Pramana Muthia,Pendidikan,3647743,2666780,Belum Terdaftar,0
288218631,UD. Joko Praja,Pendidikan,30721224,1271395,Terdaftar,1
288218632,UD. Monica Jatiwangi Vega,Jasa,39973770,3260029,Belum Terdaftar,0
288218633,UD. Zidanar Adiwarna,Kesehatan,47360357,964871,Belum Terdaftar,0
288218634,UD. Qais Resaputra,Perdagangan,28516141,9488059,Terdaftar,1
288218635,UD. Marsel Bersemi,Kesehatan,46809392,5653231,Belum Terdaftar,0
288218636,UD. Oki Hastinapura,Jasa,35576807,6748242,Terdaftar,1
288218637,UD. Fira Taruna,Kesehatan,2146573,4426733,Belum Terdaftar,0
288218638,UD. Poppy Harapan,Kesehatan,4903747,5321300,Terdaftar,1
288218639,UD. Iman Mandala Yessi,Jasa,34150731,1123313,Terdaftar,1
288218640,UD. Ovan Widuri,Kesehatan,45018102,8227825,Belum Terdaftar,0
288218641,UD. Gerry Kawiswara,Jasa,47515678,737781,Terdaftar,1
288218642,UD. Cipta Kinarya,Pendidikan,18039833,3031751,Terdaftar,1
288218643,UD. Bella Merdeka,Kesehatan,3194845,8669491,Belum Terdaftar,0
288218644,UD. Wenny Wisesa,Kesehatan,24190559,2270603,Belum Terdaftar,0
288218645,UD. Ziva Kawiswara,Kesehatan,36933348,4144859,Belum Terdaftar,0
288218646,UD. Bayu Pramana,Jasa,29856656,6341803,Belum Terdaftar,0
288218647,UD. Viani Lintang Cahya,Kesehatan,42635986,1380659,Belum Terdaftar,0
288218648,UD. Ari Bangun,Kesehatan,8856909,9210414,Belum Terdaftar,0
288218649,UD. Nazar Utama Jibril,Jasa,13406979,1628421,Terdaftar,1
288218650,UD. Qyla Purnama,Jasa,15020683,7550290,Belum Terdaftar,0
288218651,UD. Ziva Maju,Pendidikan,39874630,546966,Terdaftar,1
288218652,UD. Dea Hilir,Pendidikan,3358435,1959015,Belum Terdaftar,0
288218653,UD. Romi Kencana Rahmat,Jasa,47270211,4823607,Belum Terdaftar,0
288218654,UD. Viera Berkarya,Jasa,29661367,8615377,Belum Terdaftar,0
288218655,UD. Rafi Gandewa,Perdagangan,1589929,1037387,Terdaftar,1
288218656,UD. Barokah Pusaka,Jasa,18245236,6006170,Terdaftar,1
288218657,UD. Okta Kawiswara,Kesehatan,3780032,5355218,Terdaftar,1
288218658,UD. Sari Paseban,Pendidikan,8872212,8723540,Terdaftar,1
288218659,UD. Zera Prawira,Perdagangan,16081504,1749783,Belum Terdaftar,0
288218660,UD. Willy Prawira,Jasa,47722851,8079225,Belum Terdaftar,0
288218661,UD. Putra Satria,Pendidikan,40983617,3930354,Terdaftar,1
288218662,UD. Erni Mahkota,Kesehatan,8268394,1474890,Belum Terdaftar,0
288218663,UD. Yola Ranggalawe Wawan,Perdagangan,36084324,9624972,Terdaftar,1
288218664,UD. Syifa Wening,Pendidikan,43627592,2910853,Terdaftar,1
288218665,UD. Lando Prabawa,Perdagangan,18740187,1018938,Terdaftar,1
288218666,UD. Aqila Harmoni,Jasa,20118796,7198049,Terdaftar,1
288218667,UD. Ida Satya,Pendidikan,2824130,8627876,Belum Terdaftar,0
288218668,UD. Yana Jayengpati,Perdagangan,48140992,7624174,Terdaftar,1
288218669,UD. Haidar Adiwangsa,Jasa,26787880,4746840,Belum Terdaftar,0
288218670,UD. Leni Kalbu,Kesehatan,33444114,3696578,Terdaftar,1
288218671,UD. Jafar Resmi,Jasa,20045462,6814639,Terdaftar,1
288218672,UD. Wawan Mayang,Perdagangan,40611445,9483957,Terdaftar,1
288218673,UD. Zera Anugerah,Perdagangan,46932981,894714,Terdaftar,1
288218674,UD. Syifa Darma,Pendidikan,33011456,2664043,Terdaftar,1
288218675,UD. Lutfi Cinta Via,Perdagangan,21925725,8441060,Belum Terdaftar,0
288218676,UD. Hesti Wiratama,Kesehatan,33068595,6133889,Belum Terdaftar,0
288218677,UD. Gisel Tirta Priska,Perdagangan,1820574,4898420,Belum Terdaftar,0
288218678,UD. Andi Hilir,Pendidikan,8106880,6931365,Belum Terdaftar,0
288218679,UD. Chiko Mahendra,Jasa,10682218,3970502,Belum Terdaftar,0
288218680,UD. Halim Utama,Perdagangan,25532677,4765621,Terdaftar,1
288218681,UD. Ulya Pramudita,Jasa,6969866,9871751,Terdaftar,1
288218682,UD. Novi Prima,Jasa,36867076,8942273,Terdaftar,1
288218683,UD. Ziva Panji,Perdagangan,40386707,1276954,Belum Terdaftar,0
288218684,UD. Wahyu Reswara,Jasa,38759768,3247203,Belum Terdaftar,0
288218685,UD. Prananda Madusari,Kesehatan,31383063,9213873,Belum Terdaftar,0
288218686,UD. Jodi Bima,Kesehatan,12773097,5977032,Terdaftar,1
288218687,UD. Prananda Buana Livia,Kesehatan,46779690,9973300,Belum Terdaftar,0
288218688,UD. Zain Sejahtera Romi,Jasa,15698585,986136,Belum Terdaftar,0
288218689,UD. Utami Surapati,Perdagangan,11147599,4974809,Belum Terdaftar,0
288218690,UD. Livia Widjaja,Jasa,2095341,7035824,Terdaftar,1
288218691,UD. Oki Malam,Kesehatan,9235322,9209091,Belum Terdaftar,0
288218692,UD. Uchie Jayeng,Kesehatan,16204154,3301147,Belum Terdaftar,0
288218693,UD. Yasir Satria,Pendidikan,24109961,1346651,Belum Terdaftar,0
288218694,UD. Marsya Widjaja,Jasa,45916363,5194748,Terdaftar,1
288218695,UD. Gisel Pramana,Pendidikan,13440299,2970123,Terdaftar,1
288218696,UD. Fira Agung,Pendidikan,34436061,7396721,Terdaftar,1
288218697,UD. Naufal Manggala Yudi,Perdagangan,30199792,4457279,Terdaftar,1
288218698,UD. Asep Utama,Kesehatan,41740273,6528200,Terdaftar,1
288218699,UD. Bella Abdi,Kesehatan,46254219,2258929,Belum Terdaftar,0
288218700,UD. Zidan Adikara,Pendidikan,1030841,5232748,Terdaftar,1
288218701,UD. Heri Bahari,Kesehatan,36528333,5211132,Belum Terdaftar,0
288218702,UD. Fahmi Surapati,Kesehatan,49423383,6777990,Terdaftar,1
288218703,UD. Riko Pagi,Kesehatan,10842553,8139637,Terdaftar,1
288218704,UD. Oniel Sanjaya,Kesehatan,25467309,7855934,Belum Terdaftar,0
288218705,UD. Zainab Wening,Jasa,23055102,7994016,Belum Terdaftar,0
288218706,UD. Wawan Sundawa,Jasa,49990901,9725935,Belum Terdaftar,0
288218707,UD. Kamil Cahaya,Jasa,,8643947,Belum Terdaftar,0
288218708,UD. Qori Tunggul,Jasa,36619759,7472651,Belum Terdaftar,0
288218709,UD. Viona Cahaya,Pendidikan,37812750,4677310,Belum Terdaftar,0
288218710,UD. Fira Puri,Pendidikan,38821179,5854442,Terdaftar,1
288218711,UD. Wenda Winata,Jasa,10424109,6023524,Belum Terdaftar,0
288218712,UD. Diva Arya,Perdagangan,22268415,7072370,Terdaftar,1
288218713,UD. Ujang Cinta,Jasa,47438154,1139927,Belum Terdaftar,0
288218714,UD. Zera Trijaya,Kesehatan,27168516,4433934,Belum Terdaftar,0
288218715,UD. Elsa Utamajaya Jojo,Pendidikan,14734214,5300361,Belum Terdaftar,0
288218716,UD. Ghani Satria,Pendidikan,9326955,9561978,Terdaftar,1
288218717,UD. Ojan Sentosa,Perdagangan,26587290,2327995,Terdaftar,1
288218718,UD. Zidan Sumirat,Perdagangan,6204723,7584947,Terdaftar,1
288218719,UD. Wulan Ilir,Kesehatan,24654801,9379273,Belum Terdaftar,0
288218720,UD. Sani Trisula,Pendidikan,28146972,9823551,Terdaftar,1
288218721,UD. Qory Sahaja,Pendidikan,18101862,9976624,Terdaftar,1
288218722,UD. Qayla Karang Marsel,Pendidikan,25478395,6406860,Belum Terdaftar,0
288218723,UD. Zulkarnaen Satria,Perdagangan,27886960,5663991,Terdaftar,1
288218724,UD. Bayu Mulya,Perdagangan,23707183,5257933,Belum Terdaftar,0
288218725,UD. Hanaura Atma,Kesehatan,4688373,978872,Terdaftar,1
288218726,UD. Zulfa Persada,Kesehatan,4972673,801654,Belum Terdaftar,0
288218727,UD. Qasya Wiyata,Pendidikan,34350096,9480781,Belum Terdaftar,0
288218728,UD. Gisel Jatiwangi,Pendidikan,27988916,5655660,Terdaftar,1
288218729,UD. Fanny Pelangi,Pendidikan,3815049,3187477,Terdaftar,1
288218730,UD. Livia Asmaralaya,Kesehatan,35062711,8355134,Belum Terdaftar,0
288218731,UD. Mario Putri,Pendidikan,31924617,9726447,Terdaftar,1
288218732,UD. Oki Lempung,Jasa,36945004,898843,Belum Terdaftar,0
288218733,UD. Fatimah Sari,Perdagangan,34509491,7981570,Belum Terdaftar,0
288218734,UD. Ciko Atma,Jasa,38363138,3892354,Terdaftar,1
288218735,UD. Livia Senopati,Kesehatan,42613085,1430768,Belum Terdaftar,0
288218736,UD. Zara Kawiswara,Jasa,41901129,6072242,Belum Terdaftar,0
288218737,UD. Bagir Cempaka,Pendidikan,26980148,5947122,Terdaftar,1
288218738,UD. Kamil Galuh,Perdagangan,11096523,4099995,Belum Terdaftar,0
288218739,UD. Lea Wirajaya,Kesehatan,3107519,7883734,Belum Terdaftar,0
288218740,UD. Zain Tejakusuma,Kesehatan,9098959,4548463,Terdaftar,1
288218741,UD. Jordi Sejahtera,Pendidikan,3955879,5589131,Belum Terdaftar,0
288218742,UD. Galih Setia,Perdagangan,44951051,529088,Belum Terdaftar,0
288218743,UD. Isna Gemilang,Kesehatan,25938407,2134792,Belum Terdaftar,0
288218744,UD. Heri Ratu,Jasa,12552685,7047605,Terdaftar,1
288218745,UD. Marwan Pramana,Pendidikan,45143342,5873103,Terdaftar,1
288218746,UD. Umi Mandiri,Jasa,2818909,4554604,Terdaftar,1
288218747,UD. Isna Santosa,Kesehatan,25396371,4294106,Belum Terdaftar,0
288218748,UD. Zahira Madya,Pendidikan,42285375,1692331,Terdaftar,1
288218749,UD. Nisa Trisudira,Perdagangan,49144689,8273036,Terdaftar,1
288218750,UD. Pasha Pusaka Qanita,Jasa,23888304,2051727,Terdaftar,1
288218751,UD. Sella Wisesa,Perdagangan,39841352,921823,Belum Terdaftar,0
288218752,UD. Icha Bintang,Kesehatan,43884235,6566092,Terdaftar,1
288218753,UD. Zulkarnaen Agastya Odie,Pendidikan,16506968,6456824,Belum Terdaftar,0
288218754,UD. Tasya Wirawati,Jasa,25239933,2542506,Belum Terdaftar,0
288218755,UD. Laila Tejakencana,Pendidikan,45381970,7147986,Belum Terdaftar,0
288218756,UD. Wesly Prabawa,Jasa,6733951,5465088,Terdaftar,1
288218757,UD. Tami Dharma,Perdagangan,9280405,1298328,Terdaftar,1
288218758,UD. Jasmine Madusari,Pendidikan,13729090,1682683,Terdaftar,1
288218759,UD. Poppy Trisula,Perdagangan,8686270,3961964,Terdaftar,1
288218760,UD. Yaniar Ranggalawe,Perdagangan,20135293,1186185,Terdaftar,1
288218761,UD. Uci Pelangi,Perdagangan,39185074,2715267,Belum Terdaftar,0
288218762,UD. Jafar Terang,Pendidikan,26308700,8690187,Belum Terdaftar,0
288218763,UD. Oki Panji,Perdagangan,37282146,580383,Terdaftar,1
288218764,UD. Hana Sumirat,Perdagangan,17694698,2131123,Terdaftar,1
288218765,UD. Ilham Kusumasari,Pendidikan,35542842,1776411,Terdaftar,1
288218766,UD. Fajar Harapan,Jasa,8266763,2607311,Terdaftar,1
288218767,UD. Irma Sejahtera,Pendidikan,46369602,7510048,Terdaftar,1
288218768,UD. Krisna Trisakti,Perdagangan,39130536,2696967,Terdaftar,1
288218769,UD. Tomi Sumringah,Perdagangan,17725981,6270097,Belum Terdaftar,0
288218770,UD. Elen Cahyaningrat,Perdagangan,47846724,9336180,Terdaftar,1
288218771,UD. Hendra Ceria,Pendidikan,1384698,2002491,Belum Terdaftar,0
288218772,UD. Elva Paningrat,Pendidikan,27935581,4106278,Belum Terdaftar,0
288218773,UD. Anang Tunggul Delia,Perdagangan,14457181,2805772,Belum Terdaftar,0
288218774,UD. Prananda Naraya,Perdagangan,9942432,805657,Belum Terdaftar,0
288218775,UD. Pardi Tirtaatmaja,Jasa,38926820,5461676,Terdaftar,1
288218776,UD. Wulan Manik,Pendidikan,4474759,7376010,Terdaftar,1
288218777,UD. Ony Sumringah,Kesehatan,13985646,6373814,Terdaftar,1
288218778,UD. Cici Wijaya Anang,Kesehatan,46706457,648252,Terdaftar,1
288218779,UD. Willy Paningrat Novi,Kesehatan,46211080,3288619,Terdaftar,1
288218780,UD. Febri Maju,Jasa,4506448,8208480,Belum Terdaftar,0
288218781,UD. Sani Anindita,Kesehatan,17874139,4242116,Terdaftar,1
288218782,UD. Bulan Panembahan,Perdagangan,28196903,3907012,Terdaftar,1
288218783,UD. Jihan Abadi Nina,Perdagangan,10210249,7514203,Terdaftar,1
288218784,UD. Ujang Wirawati,Jasa,16946649,888718,Terdaftar,1
288218785,UD. Fatiah Wacana,Pendidikan,27117435,7358443,Terdaftar,1
288218786,UD. Vito Jayeng,Perdagangan,17862775,6802316,Terdaftar,1
288218787,UD. Shinta Bersemi,Pendidikan,42607318,802908,Terdaftar,1
288218788,UD. Hanaura Kamajaya,Kesehatan,26836154,5809297,Terdaftar,1
288218789,UD. Citra Atma,Kesehatan,24291149,1374065,Terdaftar,1
288218790,UD. Ari Haji,Kesehatan,26304893,1419156,Belum Terdaftar,0
288218791,UD. Isna Sukarela,Jasa,47319554,8713463,Belum Terdaftar,0
288218792,UD. Baim Wijaya,Jasa,25388253,672311,Belum Terdaftar,0
288218793,UD. Grego Tejakusuma,Perdagangan,24861205,1824215,Belum Terdaftar,0
288218794,UD. Indah Sudarsana,Kesehatan,9381762,9407906,Belum Terdaftar,0
288218795,UD. Panji Utamajaya,Pendidikan,40035769,5233329,Belum Terdaftar,0
288218796,UD. Omar Setia,Perdagangan,48028370,3761052,Terdaftar,1
288218797,UD. Qory Sukadarma Hesti,Perdagangan,11253281,4336690,Belum Terdaftar,0
288218798,UD. Wito Satriya,Jasa,18396077,2111085,Terdaftar,1
288218799,UD. Jojo Bahari,Perdagangan,10434439,9054589,Terdaftar,1
288218800,UD. Kirana Baruna,Perdagangan,13217955,4302711,Terdaftar,1
288218801,UD. Ina Jayengprana,Kesehatan,19217134,8436428,Terdaftar,1
288218802,UD. Citra Surapati Dea,Kesehatan,5727302,5448603,Belum Terdaftar,0
288218803,UD. Qyla Kusumasari,Pendidikan,14504629,5306958,Belum Terdaftar,0
288218804,UD. Nibras Jayengpati Anisa,Perdagangan,28537222,5552485,Terdaftar,1
288218805,UD. Jasmin Ilir,Pendidikan,36354563,5697117,Belum Terdaftar,0
288218806,UD. Damar Tengah,Jasa,3064323,4639027,Belum Terdaftar,0
288218807,UD. Poppy Merdeka,Jasa,25101117,2089521,Belum Terdaftar,0
288218808,UD. Nibras Madya,Jasa,24317544,1268492,Belum Terdaftar,0
288218809,UD. Jibril Sejahtera Salwa,Pendidikan,13759087,7503637,Terdaftar,1
288218810,UD. Bagir Gatra,Kesehatan,24160465,2749152,Belum Terdaftar,0
288218811,UD. Qory Suryaatmaja Nadia,Perdagangan,4641386,4574844,Terdaftar,1
288218812,UD. Anisa Tunggal,Jasa,12778979,9903682,Terdaftar,1
288218813,UD. Muthia Wangi,Kesehatan,6498994,2851512,Belum Terdaftar,0
288218814,UD. Fitri Madani Desta,Jasa,33028483,8073753,Terdaftar,1
288218815,UD. Qomar Prawira,Jasa,38655126,3632758,Terdaftar,1
288218816,UD. Wenda Arsana,Jasa,46201630,2246706,Terdaftar,1
288218817,UD. Nibras Manik Qori,Pendidikan,39890719,5133842,Belum Terdaftar,0
288218818,UD. Berlian Sudarsana,Perdagangan,8950363,5099309,Terdaftar,1
288218819,UD. Mirna Prajurit,Perdagangan,4094751,4221054,Belum Terdaftar,0
288218820,UD. Kurnia Haji,Jasa,20543524,7149228,Belum Terdaftar,0
288218821,UD. Elyas Paseban Naila,Kesehatan,16857283,2320516,Terdaftar,1
288218822,UD. Sella Lingga,Jasa,3471887,3088076,Terdaftar,1
288218823,UD. Prita Mardika,Kesehatan,49002184,4635430,Terdaftar,1
288218824,UD. Kiki Agung,Perdagangan,33312789,3401098,Belum Terdaftar,0
288218825,UD. Erni Citra,Kesehatan,20179713,2397879,Terdaftar,1
288218826,UD. Erlangga Sasmita,Perdagangan,3589298,2953985,Terdaftar,1
288218827,UD. Tomi Prawira Qomar,Pendidikan,49012339,9461867,Belum Terdaftar,0
288218828,UD. Qamar Bahari,Kesehatan,48648040,523738,Terdaftar,1
288218829,UD. Carissa Winata,Jasa,29236490,2407816,Belum Terdaftar,0
288218830,UD. Mika Adikara,Kesehatan,46308900,6989454,Belum Terdaftar,0
288218831,UD. Koko Sarwono,Kesehatan,27067803,6991307,Terdaftar,1
288218832,UD. Farhan Maju,Pendidikan,45860056,5319962,Terdaftar,1
288218833,UD. Lukita Sulaksana,Jasa,24085170,9729344,Belum Terdaftar,0
288218834,UD. Salsa Cerah,Kesehatan,26898916,6950342,Belum Terdaftar,0
288218835,UD. Qisha Kencana,Perdagangan,3154115,3941015,Terdaftar,1
288218836,UD. Livia Utamaindah,Perdagangan,36513547,5361742,Belum Terdaftar,0
288218837,UD. Yani Manik Viera,Pendidikan,28934555,7154565,Terdaftar,1
288218838,UD. Widya Suryaatmaja,Kesehatan,3749781,666997,Terdaftar,1
288218839,UD. Elen Sakti,Jasa,37645262,7607669,Terdaftar,1
288218840,UD. Yayan Dharma,Kesehatan,27923401,1633070,Belum Terdaftar,0
288218841,UD. Fadli Prima,Pendidikan,11944751,9627966,Belum Terdaftar,0
288218842,UD. Udin Hilir Elen,Pendidikan,14021781,4148094,Belum Terdaftar,0
288218843,UD. Kinan Utamajaya,Kesehatan,7654386,8359025,Belum Terdaftar,0
288218844,UD. Dito Paseban Joko,Kesehatan,28536454,7882276,Belum Terdaftar,0
288218845,UD. Monica Tri,Perdagangan,9165287,9969382,Belum Terdaftar,0
288218846,UD. Ulya Dharma,Kesehatan,27859205,8947140,Terdaftar,1
288218847,UD. Kiki Jayengprana,Perdagangan,7678899,5834501,Terdaftar,1
288218848,UD. Rangga Wiyata,Kesehatan,49028375,4985946,Terdaftar,1
288218849,UD. Anisa Harapan,Perdagangan,38879521,6894226,Terdaftar,1
288218850,UD. Khayla Kusumatmaja,Jasa,4142228,8729198,Terdaftar,1
288218851,UD. Tama Gita,Pendidikan,36034745,9800261,Belum Terdaftar,0
288218852,UD. Bagas Bagaskara,Jasa,11054244,1719965,Terdaftar,1
288218853,UD. Lutfi Berkarya,Perdagangan,48843177,1119277,Belum Terdaftar,0
288218854,UD. Ujang Nirwana,Jasa,1344460,,Terdaftar,1
288218855,UD. Uli Ilir,Perdagangan,45552213,4554100,Terdaftar,1
288218856,UD. Yora Harapan,Kesehatan,32312942,4381706,Belum Terdaftar,0
288218857,UD. Lukman Kusumasari,Kesehatan,19960619,9320869,Terdaftar,1
288218858,UD. Zahra Cinta,Kesehatan,39485087,5015362,Belum Terdaftar,0
288218859,UD. Indira Karang,Jasa,40149607,8576731,Belum Terdaftar,0
288218860,UD. Pandu Kawiswara,Jasa,14237346,3741571,Terdaftar,1
288218861,UD. Nindy Asri,Jasa,41269065,3708476,Belum Terdaftar,0
288218862,UD. Lutfi Wiyata,Jasa,4940945,2369754,,0
288218863,UD. Halim Wening,Jasa,38675989,4970082,Terdaftar,1
288218864,UD. Pipit Sanjaya,Kesehatan,34453284,7584003,Terdaftar,1
288218865,UD. Eddy Tejakencana Wesly,Pendidikan,18773131,2851907,Terdaftar,1
288218866,UD. Hendra Panembahan,Pendidikan,17799823,2466726,Terdaftar,1
288218867,UD. Qanitah Jagad,Kesehatan,10199909,6188289,Terdaftar,1
288218868,UD. Leni Kamajaya,Kesehatan,36159390,5927986,Terdaftar,1
288218869,UD. Celsi Panembahan,Kesehatan,47269991,8173452,Terdaftar,1
288218870,UD. Adinda Mandala,Jasa,9005157,4025845,Terdaftar,1
288218871,UD. Gusti Surya,Perdagangan,24867914,8057524,Belum Terdaftar,0
288218872,UD. Qyla Gita,Kesehatan,29967811,2660404,Terdaftar,1
288218873,UD. Lutfi Satya,Jasa,39196725,6158811,Terdaftar,1
288218874,UD. Gema Cerah,Kesehatan,39983164,7746617,Belum Terdaftar,0
288218875,UD. Made Suryaatmaja,Pendidikan,8490118,5601687,Terdaftar,1
288218876,UD. Carissa Raharja Mirna,Kesehatan,24231016,5314186,Belum Terdaftar,0
288218877,UD. Guntur Bahagia,Pendidikan,28121542,7296735,Belum Terdaftar,0
288218878,UD. Eni Senja,Perdagangan,45069708,2539185,Belum Terdaftar,0
288218879,UD. Joko Terang,Jasa,40504119,8082897,Belum Terdaftar,0
288218880,UD. Damar Hilir,Kesehatan,44020432,7791525,Belum Terdaftar,0
288218881,UD. Hasna Tri,Kesehatan,3961505,2624142,Belum Terdaftar,0
288218882,UD. Yoga Asih,Kesehatan,6831848,2298304,Terdaftar,1
288218883,UD. Willy Kusumatmaja,Kesehatan,28747409,4768246,Belum Terdaftar,0
288218884,UD. Oki Mega,Jasa,31736022,9992343,Belum Terdaftar,0
288218885,UD. Wahyu Ayodya,Jasa,44231092,2418297,Belum Terdaftar,0
288218886,UD. Zidan Agastya Yani,Pendidikan,16749469,8878579,Terdaftar,1
288218887,UD. Veronika Kinarya,Pendidikan,24646338,6222218,Belum Terdaftar,0
288218888,UD. Marsya Kawiswara,Pendidikan,42730733,8422225,Terdaftar,1
288218889,UD. Qori Saputranegara Riko,Perdagangan,15082085,7925322,Belum Terdaftar,0
288218890,UD. Gisel Lempung,Kesehatan,47487120,1197241,Terdaftar,1
288218891,UD. Desi Gandewa,Kesehatan,42453394,6491668,Terdaftar,1
288218892,UD. Wenny Buana,Jasa,44231828,1451835,Belum Terdaftar,0
288218893,UD. Khalid Lingga Hanaura,Kesehatan,39044980,4707291,Belum Terdaftar,0
288218894,UD. Gani Kayastha,Pendidikan,26636501,873752,Terdaftar,1
288218895,UD. Ulfa Sanjaya,Jasa,33417399,2465846,Belum Terdaftar,0
288218896,UD. Wito Widhi,Pendidikan,29761550,3886381,Belum Terdaftar,0
288218897,UD. Taufik Segar,Jasa,25889859,7494210,Terdaftar,1
288218898,UD. Satria Wening,Perdagangan,46472222,6707308,Terdaftar,1
288218899,UD. Chintya Wacana,Pendidikan,40712053,3236451,Belum Terdaftar,0
288218900,UD. Halimah Sunardi,Perdagangan,24915372,1441133,Belum Terdaftar,0
288218901,UD. Ilmi Sudarsana,Pendidikan,29080296,2405895,Belum Terdaftar,0
288218902,UD. Olla Asih,Pendidikan,47018839,4210623,Terdaftar,1
288218903,UD. Rafi Jagadmaya,Kesehatan,47570697,6531775,Terdaftar,1
288218904,UD. Lintang Sumirat,Jasa,8477536,1504562,Belum Terdaftar,0
288218905,UD. Fikra Wening,Kesehatan,37290886,8782659,Belum Terdaftar,0
288218906,UD. Jasmine Suryaatmaja,Jasa,10798443,3489141,Terdaftar,1
288218907,UD. Gracia Kusumatmaja,Kesehatan,27828893,3405637,Belum Terdaftar,0
288218908,UD. Elen Saputrautama,Perdagangan,39400193,7020778,Belum Terdaftar,0
288218909,UD. Budi Wiraatmaja,Pendidikan,22354734,753442,Terdaftar,1
288218910,UD. Anis Sudarsana,Perdagangan,20709079,8167127,Belum Terdaftar,0
288218911,UD. Bagas Buana,Jasa,15533368,5120793,Belum Terdaftar,0
288218912,UD. Jihan Mahkota Karla,Jasa,11431579,7895813,Belum Terdaftar,0
288218913,UD. Wenny Kelana Guntur,Perdagangan,8126298,8806713,Terdaftar,1
288218914,UD. Qanita Pelangi,Kesehatan,43795789,4988202,Terdaftar,1
288218915,UD. Pipit Anggrek,Perdagangan,36661213,1183836,Terdaftar,1
288218916,UD. Satria Jagad,Kesehatan,36556639,4427035,Terdaftar,1
288218917,UD. Tono Jaladara,Pendidikan,39452602,5779784,Belum Terdaftar,0
288218918,UD. Karla Tengah,Jasa,46891063,2334306,Belum Terdaftar,0
288218919,UD. Taufik Baru,Perdagangan,17624624,978045,Terdaftar,1
288218920,UD. Ari Prabawa,Kesehatan,26618849,7067293,Belum Terdaftar,0
288218921,UD. Zidan Gita Sella,Perdagangan,34735625,8191097,Belum Terdaftar,0
288218922,UD. Cinta Manunggal,Kesehatan,30163310,1702445,Terdaftar,1
288218923,UD. Jaya Warna,Kesehatan,32800749,,Terdaftar,1
288218924,UD. Tomi Widhi Bayu,Kesehatan,4208866,5997422,Terdaftar,1
288218925,UD. Vincent Saputrautama,Pendidikan,25294436,3145622,Terdaftar,1
288218926,UD. Lana Jagad,Kesehatan,16993884,8294389,Belum Terdaftar,0
288218927,UD. Ismail Bahagia,Perdagangan,13590409,7705940,Belum Terdaftar,0
